_id,Tip imobil,Tip strada,Denumire strada,Zona,S utila,Pret tranzactie LEI,An constructie imobil,Perioada tranzactie
1060,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,46.2,388135,2020.0,2024-T4
1062,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,51.005,388135,2020.0,2024-T3
1063,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,48.9,625109,2023.0,2024-T2
1064,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,41.2,626745,2023.0,2024-T2
1065,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,67.3,388135,2023.0,2024-T1
1066,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,65.5,388135,2020.0,2024-T3
1067,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,73.0,388135,2020.0,2024-T2
1069,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,67.9,388135,2023.0,2024-T3
1070,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,51.2,388135,2023.0,2024-T2
1071,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,69.6,388135,2020.0,2024-T2
1072,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,66.5,388135,2020.0,2024-T4
1073,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,66.6,388135,2020.0,2024-T2
1074,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,56.29,600000,2019.0,2024-T1
1075,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,68.2,388135,2023.0,2024-T2
1076,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,36.13,388135,2019.0,2024-T4
1078,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,96.37,388135,2019.0,2024-T2
1080,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,47.45,626771,2023.0,2024-T1
1081,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,81.31,388135,2020.0,2024-T4
1082,casa,Sosea,FABRICA DE GLUCOZA,pipera sud,13.0,388135,2023.0,2024-T2
1084,casa,Sosea,FABRICA DE GLUCOZA,pipera sud,18.16,50000,2024.0,2024-T4
1086,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,51.005,388135,2010.0,2024-T3
1087,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,51.005,12439,2010.0,2024-T4
1089,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,73.72,692000,2010.0,2024-T3
1090,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,51.005,388135,2010.0,2024-T4
1091,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,51.005,388135,2010.0,2024-T1
1092,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,51.005,388135,2010.0,2024-T3
1093,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,51.005,388135,2010.0,2024-T2
1094,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,51.005,388135,2010.0,2024-T1
1095,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,80.33,388135,2010.0,2024-T3
1097,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,51.005,642457,2010.0,2024-T2
1098,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,51.005,388135,2010.0,2024-T1
1100,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,38.65,631990,2010.0,2024-T2
1102,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,51.005,388135,2010.0,2024-T1
1103,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,51.005,388135,2010.0,2024-T3
1104,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,51.005,388135,2010.0,2024-T3
1107,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,65.03,388135,2010.0,2024-T2
1109,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,67.36,689286,2010.0,2024-T4
1110,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,73.26,388135,2010.0,2024-T1
1111,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,73.66,589376,2010.0,2024-T2
1112,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,73.71,663592,2010.0,2024-T2
1113,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,80.7,703443,2010.0,2024-T4
1114,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,82.66,664591,2010.0,2024-T2
1115,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,83.1,663345,2010.0,2024-T2
1116,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,83.14,169220,2010.0,2024-T2
1117,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,85.01,388135,2010.0,2024-T1
1118,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,85.51,388135,2010.0,2024-T2
1119,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,85.9,388135,2010.0,2024-T3
1120,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,86.55,388135,2010.0,2024-T4
1121,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,96.43,388135,2010.0,2024-T4
1122,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,101.64,171901,2010.0,2024-T3
1123,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,51.005,388135,2010.0,2024-T3
1124,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,51.005,388135,2010.0,2024-T2
1125,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,51.005,388135,2010.0,2024-T3
1127,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,62.54,388135,2010.0,2024-T2
1128,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,65.64,388135,2010.0,2024-T4
1129,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,66.04,695450,2010.0,2024-T1
1130,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,73.7,478532,2010.0,2024-T2
1131,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,84.07,388135,2020.0,2024-T3
1132,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,89.25,388135,2010.0,2024-T1
1133,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,51.005,388135,2010.0,2024-T2
1134,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,51.005,388135,2010.0,2024-T1
1135,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,94.9,73800,2010.0,2024-T1
1138,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,51.005,388135,2010.0,2024-T1
1139,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,95.34,388135,2010.0,2024-T3
1140,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,51.005,388135,2010.0,2024-T2
1141,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,62.45,388135,2010.0,2024-T3
1142,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,51.005,388135,2010.0,2024-T3
1143,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,86.07,388135,2010.0,2024-T3
1144,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,38.65,388135,2010.0,2024-T2
1146,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,35.43,90009,2010.0,2024-T3
1147,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,28.99,552774,2010.0,2024-T2
1148,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,35.43,653206,2022.0,2024-T2
1149,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,32.21,388135,2010.0,2024-T2
1150,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,87.13,388135,2010.0,2024-T1
1151,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,77.3,388135,2010.0,2024-T2
1152,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,51.005,388135,2010.0,2024-T2
1154,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,32.21,583168,2010.0,2024-T2
1155,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,32.21,698860,2010.0,2024-T3
1157,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,51.005,388135,2010.0,2024-T3
1159,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,51.005,388135,2010.0,2024-T2
1160,apartament,Sosea,FABRICA DE GLUCOZA,pipera sud,51.005,388135,2010.0,2024-T2
1164,apartament,Sosea,FUNDENI,pantelimon,45.5,288550,1992.0,2024-T4
1165,apartament,Sosea,FUNDENI,pantelimon,64.93,345866,1975.0,2024-T3
1166,apartament,Sosea,FUNDENI,colentina,44.6,347500,2019.0,2024-T1
1167,apartament,Sosea,FUNDENI,colentina,62.01,492584,2019.0,2024-T2
1168,apartament,Sosea,FUNDENI,colentina,46.06,338293,2019.0,2024-T4
1169,apartament,Sosea,FUNDENI,colentina,67.85,529858,2019.0,2024-T2
1170,apartament,Sosea,FUNDENI,colentina,76.19,347767,2019.0,2024-T3
1171,apartament,Sosea,FUNDENI,colentina,48.7,430278,2019.0,2024-T2
1172,apartament,Sosea,FUNDENI,colentina,75.87,572148,2019.0,2024-T2
1173,apartament,Sosea,FUNDENI,colentina,36.29,174184,1978.0,2024-T3
1174,apartament,Sosea,FUNDENI,colentina,49.73,345880,1978.0,2024-T4
1175,apartament,Sosea,FUNDENI,colentina,29.11,202744,1978.0,2024-T3
1176,apartament,Sosea,FUNDENI,colentina,51.8,313481,1978.0,2024-T1
1177,apartament,Sosea,FUNDENI,colentina,52.7,335940,1978.0,2024-T3
1178,apartament,Sosea,FUNDENI,colentina,46.74,295834,1977.0,2024-T3
1179,apartament,Sosea,FUNDENI,colentina,47.0,323180,1977.0,2024-T1
1180,apartament,Sosea,FUNDENI,colentina,47.33,298518,1978.0,2024-T3
1181,apartament,Sosea,FUNDENI,colentina,46.9,298590,1977.0,2024-T4
1182,apartament,Sosea,FUNDENI,colentina,47.13,200000,1976.0,2024-T3
1183,apartament,Sosea,FUNDENI,colentina,48.38,323278,1977.0,2024-T4
1184,apartament,Sosea,FUNDENI,colentina,50.02,320000,1977.0,2024-T2
1185,apartament,Sosea,FUNDENI,ion creanga,30.69,199060,2018.0,2024-T4
1186,apartament,Sosea,FUNDENI,ion creanga,40.36,303400,2018.0,2024-T3
1187,apartament,Sosea,FUNDENI,ion creanga,42.45,318432,2018.0,2024-T4
1188,apartament,Sosea,FUNDENI,ion creanga,42.41,323498,2018.0,2024-T4
1189,apartament,Sosea,FUNDENI,ion creanga,50.82,235650,2018.0,2024-T4
1190,apartament,Sosea,FUNDENI,ion creanga,59.39,316267,2018.0,2024-T4
1191,apartament,Sosea,FUNDENI,colentina,57.5,532509,2023.0,2024-T1
1192,apartament,Sosea,FUNDENI,ion creanga,80.67,532860,2011.0,2024-T2
1194,apartament,Sosea,FUNDENI,pantelimon,35.7,268573,1976.0,2024-T4
1195,apartament,Sosea,FUNDENI,pantelimon,36.2,149013,1976.0,2024-T1
1196,apartament,Sosea,FUNDENI,pantelimon,60.6,388759,1976.0,2024-T4
1197,apartament,Sosea,FUNDENI,pantelimon,60.7,363131,1975.0,2024-T1
1198,apartament,Sosea,FUNDENI,pantelimon,61.8,375544,1975.0,2024-T1
1199,apartament,Sosea,FUNDENI,pantelimon,78.0,273674,2011.0,2024-T1
1200,apartament,Sosea,FUNDENI,pantelimon,68.1,323485,1982.0,2024-T1
1201,apartament,Sosea,FUNDENI,pantelimon,64.07,422297,1982.0,2024-T2
1202,apartament,Sosea,GHERASE,colentina,33.5,246809,2024.0,2024-T4
1203,apartament,Sosea,GHERASE,colentina,53.7,626344,2024.0,2024-T3
1204,apartament,Sosea,GHERASE,colentina,56.2,545279,2024.0,2024-T4
1205,apartament,Sosea,GHERASE,colentina,89.1,650618,2024.0,2024-T4
1206,apartament,Sosea,GHERASE,colentina,30.8,370779,2024.0,2024-T3
1209,apartament,Sosea,GHERASE,colentina,33.3,259803,2024.0,2024-T4
1210,apartament,Sosea,GHERASE,colentina,33.4,363150,2024.0,2024-T4
1211,apartament,Sosea,GHERASE,colentina,33.5,245807,2024.0,2024-T3
1212,apartament,Sosea,GHERASE,colentina,33.5,249822,2024.0,2024-T3
1213,apartament,Sosea,GHERASE,colentina,45.8,312054,2024.0,2024-T3
1214,apartament,Sosea,GHERASE,colentina,52.7,454700,2024.0,2024-T4
1215,apartament,Sosea,GHERASE,colentina,52.7,584161,2024.0,2024-T4
1216,apartament,Sosea,GHERASE,colentina,53.7,440127,2024.0,2024-T3
1217,apartament,Sosea,GHERASE,colentina,56.6,442930,2024.0,2024-T4
1218,apartament,Sosea,GHERASE,colentina,56.6,536497,2024.0,2024-T4
1219,apartament,Sosea,GHERASE,colentina,65.3,623657,2024.0,2024-T3
1221,apartament,Sosea,GHERASE,colentina,56.3,415601,2024.0,2024-T3
1222,apartament,Sosea,GHERASE,colentina,34.1,273018,2024.0,2024-T4
1224,apartament,Sosea,GHERASE,colentina,52.2,454056,2024.0,2024-T4
1225,apartament,Sosea,GHERASE,colentina,65.0,555739,2024.0,2024-T3
1226,apartament,Sosea,GHERASE,colentina,41.1,381666,2024.0,2024-T3
1232,apartament,Sosea,IANCULUI,vatra luminoasa,62.44,547459,1977.0,2024-T4
1233,apartament,Sosea,IANCULUI,vatra luminoasa,83.7,625000,1977.0,2024-T1
1234,apartament,Sosea,IANCULUI,iancului,15.0,646100,1976.0,2024-T3
1235,apartament,Sosea,IANCULUI,iancului,79.2,622137,1978.0,2024-T1
1236,apartament,Sosea,IANCULUI,vatra luminoasa,30.34,243826,1976.0,2024-T3
1237,apartament,Sosea,IANCULUI,vatra luminoasa,63.74,631946,1991.0,2024-T3
1239,apartament,Sosea,IANCULUI,iancului,63.5,348355,1977.0,2024-T1
1240,apartament,Sosea,IANCULUI,iancului,82.88,550000,1979.0,2024-T2
1241,apartament,Sosea,IANCULUI,iancului,84.16,671700,1979.0,2024-T1
1242,apartament,Sosea,IANCULUI,iancului,79.17,582500,1978.0,2024-T3
1243,apartament,Sosea,IANCULUI,iancului,45.29,425259,1977.0,2024-T3
1244,apartament,Sosea,IANCULUI,iancului,29.05,258798,1976.0,2024-T1
1245,apartament,Sosea,IANCULUI,iancului,30.84,268236,1979.0,2024-T1
1246,apartament,Sosea,IANCULUI,iancului,32.05,298200,1979.0,2024-T3
1247,apartament,Sosea,IANCULUI,iancului,46.51,527222,1979.0,2024-T3
1248,apartament,Sosea,IANCULUI,iancului,47.5,401800,1977.0,2024-T2
1249,apartament,Sosea,IANCULUI,iancului,64.54,572242,1978.0,2024-T2
1250,apartament,Sosea,IANCULUI,iancului,64.89,571550,1978.0,2024-T1
1251,apartament,Sosea,IANCULUI,iancului,81.06,646000,1978.0,2024-T1
1252,apartament,Sosea,IANCULUI,iancului,65.27,47250,1977.0,2024-T2
1253,apartament,Sosea,IANCULUI,iancului,80.72,588649,1978.0,2024-T1
1254,apartament,Sosea,IANCULUI,iancului,81.6,473100,1977.0,2024-T1
1255,apartament,Sosea,IANCULUI,iancului,92.34,388135,1979.0,2024-T3
1256,apartament,Sosea,IANCULUI,iancului,30.5,270000,1991.0,2024-T3
1257,apartament,Sosea,IANCULUI,iancului,45.65,383028,1976.0,2024-T3
1258,apartament,Sosea,IANCULUI,iancului,66.8,472796,1976.0,2024-T1
1259,apartament,Sosea,IANCULUI,iancului,70.2,562299,1978.0,2024-T1
1260,apartament,Sosea,IANCULUI,iancului,45.0,218000,1976.0,2024-T1
1261,apartament,Sosea,IANCULUI,iancului,62.2,240000,1976.0,2024-T4
1262,apartament,Sosea,IANCULUI,iancului,62.72,405568,1976.0,2024-T2
1263,apartament,Sosea,IANCULUI,vatra luminoasa,81.59,388135,1978.0,2024-T4
1264,apartament,Sosea,IANCULUI,iancului,82.69,620000,1981.0,2024-T4
1265,casa,Sosea,IANCULUI,iancului,51.005,388135,1945.0,2024-T1
1266,apartament,Sosea,IANCULUI,iancului,35.44,288590,1976.0,2024-T4
1267,apartament,Sosea,IANCULUI,iancului,46.67,417790,1976.0,2024-T3
1268,apartament,Sosea,IANCULUI,iancului,82.98,650000,1978.0,2024-T2
1270,apartament,Sosea,IANCULUI,iancului,49.6,457240,1981.0,2024-T2
1271,apartament,Sosea,IANCULUI,iancului,77.9,532164,1978.0,2024-T4
1272,apartament,Sosea,IANCULUI,iancului,78.2,512559,1982.0,2024-T2
1274,apartament,Sosea,IANCULUI,iancului,48.9,320419,1981.0,2024-T3
1275,apartament,Sosea,IANCULUI,iancului,78.56,596436,1981.0,2024-T2
1276,apartament,Sosea,IANCULUI,iancului,80.17,522175,1981.0,2024-T1
1277,apartament,Sosea,IANCULUI,iancului,80.2,388135,1981.0,2024-T2
1278,apartament,Sosea,IANCULUI,vatra luminoasa,61.55,330000,1977.0,2024-T2
1279,apartament,Sosea,IANCULUI,vatra luminoasa,62.19,447777,1975.0,2024-T2
1280,apartament,Sosea,IANCULUI,vatra luminoasa,75.97,450000,1957.0,2024-T3
1281,apartament,Sosea,IANCULUI,vatra luminoasa,51.005,388135,1945.0,2024-T2
1282,apartament,Sosea,IANCULUI,vatra luminoasa,86.1,388135,1928.0,2024-T1
1283,apartament,Sosea,IANCULUI,iancului,62.86,525000,1978.0,2024-T3
1284,apartament,Sosea,IANCULUI,iancului,80.94,621612,1979.0,2024-T3
1285,apartament,Sosea,IANCULUI,iancului,84.16,248820,1977.0,2024-T3
1286,apartament,Sosea,IANCULUI,vatra luminoasa,45.8,288584,1997.0,2024-T2
1287,apartament,Sosea,IANCULUI,vatra luminoasa,81.3,457427,1976.0,2024-T1
1288,apartament,Sosea,IANCULUI,iancului,30.17,322950,1978.0,2024-T1
1289,apartament,Sosea,IANCULUI,iancului,30.23,293623,1978.0,2024-T3
1290,apartament,Sosea,IANCULUI,iancului,30.4,137962,1979.0,2024-T2
1291,apartament,Sosea,IANCULUI,iancului,32.3,50000,1980.0,2024-T3
1292,apartament,Sosea,IANCULUI,iancului,32.6,255000,1979.0,2024-T3
1293,apartament,Sosea,IANCULUI,iancului,48.33,447624,1979.0,2024-T3
1294,apartament,Sosea,IANCULUI,iancului,48.65,347900,1979.0,2024-T1
1295,apartament,Sosea,IANCULUI,iancului,51.69,437615,1978.0,2024-T3
1296,apartament,Sosea,IANCULUI,iancului,52.74,398093,1980.0,2024-T2
1297,casa,Sosea,IANCULUI,iancului,51.005,388135,1938.0,2024-T2
1298,apartament,Sosea,MIHAI BRAVU,colentina,64.54,398072,1976.0,2024-T4
1299,apartament,Sosea,MIHAI BRAVU,colentina,77.93,550668,1975.0,2024-T2
1300,apartament,Sosea,MIHAI BRAVU,colentina,79.79,542381,1975.0,2024-T2
1301,apartament,Sosea,MIHAI BRAVU,colentina,84.16,482342,1975.0,2024-T1
1302,apartament,Sosea,MIHAI BRAVU,colentina,60.55,472691,1977.0,2024-T3
1303,apartament,Sosea,MIHAI BRAVU,centrala,52.82,517587,1981.0,2024-T3
1304,apartament,Sosea,MIHAI BRAVU,colentina,39.5,124345,1963.0,2024-T3
1305,apartament,Sosea,MIHAI BRAVU,colentina,43.48,287325,1963.0,2024-T2
1306,apartament,Sosea,MIHAI BRAVU,colentina,43.52,348320,1968.0,2024-T1
1307,apartament,Sosea,MIHAI BRAVU,colentina,45.21,273696,1963.0,2024-T4
1308,apartament,Sosea,MIHAI BRAVU,colentina,45.4,228910,1963.0,2024-T2
1309,apartament,Sosea,MIHAI BRAVU,colentina,45.8,383190,1963.0,2024-T2
1310,apartament,Sosea,MIHAI BRAVU,colentina,49.05,313443,1963.0,2024-T1
1311,apartament,Sosea,MIHAI BRAVU,colentina,57.53,248575,1963.0,2024-T1
1312,apartament,Sosea,MIHAI BRAVU,colentina,58.16,447847,1963.0,2024-T2
1313,apartament,Sosea,MIHAI BRAVU,colentina,58.3,368246,1963.0,2024-T1
1314,apartament,Sosea,MIHAI BRAVU,colentina,58.4,373185,1964.0,2024-T4
1315,apartament,Sosea,MIHAI BRAVU,centrala,50.8,378161,1985.0,2024-T2
1316,apartament,Sosea,MIHAI BRAVU,centrala,51.17,347844,1985.0,2024-T2
1317,apartament,Sosea,MIHAI BRAVU,centrala,51.17,452443,1985.0,2024-T1
1318,apartament,Sosea,MIHAI BRAVU,centrala,78.5,388135,1986.0,2024-T3
1319,apartament,Sosea,MIHAI BRAVU,centrala,50.8,530506,1986.0,2024-T2
1320,apartament,Sosea,MIHAI BRAVU,centrala,28.6,348370,1992.0,2024-T2
1321,apartament,Sosea,MIHAI BRAVU,centrala,53.09,526873,1992.0,2024-T2
1322,apartament,Sosea,MIHAI BRAVU,centrala,83.4,597180,1981.0,2024-T2
1323,apartament,Sosea,MIHAI BRAVU,centrala,48.0,472539,1985.0,2024-T3
1324,apartament,Sosea,MIHAI BRAVU,colentina,44.4,444900,1962.0,2024-T2
1325,apartament,Sosea,MIHAI BRAVU,colentina,44.83,288559,1964.0,2024-T2
1326,apartament,Sosea,MIHAI BRAVU,colentina,57.59,452643,1965.0,2024-T3
1327,apartament,Sosea,MIHAI BRAVU,colentina,58.5,477565,1962.0,2024-T4
1328,apartament,Sosea,MIHAI BRAVU,colentina,58.6,383220,1964.0,2024-T2
1329,apartament,Sosea,MIHAI BRAVU,centrala,65.78,646970,1985.0,2024-T2
1330,apartament,Sosea,MIHAI BRAVU,centrala,63.2,547426,1985.0,2024-T4
1331,apartament,Sosea,MIHAI BRAVU,centrala,58.17,547503,1988.0,2024-T3
1332,apartament,Sosea,MIHAI BRAVU,centrala,72.68,695996,1986.0,2024-T2
1333,apartament,Sosea,MIHAI BRAVU,centrala,73.08,462280,1987.0,2024-T3
1334,apartament,Sosea,MIHAI BRAVU,centrala,61.37,612086,1986.0,2024-T4
1335,apartament,Sosea,MIHAI BRAVU,colentina,28.22,199040,1968.0,2024-T1
1336,apartament,Sosea,MIHAI BRAVU,colentina,44.6,307960,1962.0,2024-T1
1337,apartament,Sosea,MIHAI BRAVU,colentina,45.09,298447,1961.0,2024-T3
1338,apartament,Sosea,MIHAI BRAVU,colentina,58.71,387500,1964.0,2024-T2
1339,apartament,Sosea,MIHAI BRAVU,centrala,74.55,388135,1988.0,2024-T3
1340,apartament,Sosea,MIHAI BRAVU,colentina,44.12,288596,1975.0,2024-T2
1341,apartament,Sosea,MIHAI BRAVU,colentina,28.78,199076,1963.0,2024-T4
1342,apartament,Sosea,MIHAI BRAVU,colentina,29.69,209034,1962.0,2024-T1
1343,apartament,Sosea,MIHAI BRAVU,colentina,43.61,301042,1962.0,2024-T4
1345,apartament,Sosea,MIHAI BRAVU,colentina,57.6,273498,1960.0,2024-T2
1346,apartament,Sosea,MIHAI BRAVU,colentina,58.08,39760,1976.0,2024-T3
1347,apartament,Sosea,MIHAI BRAVU,colentina,58.83,301103,1965.0,2024-T4
1348,apartament,Sosea,MIHAI BRAVU,colentina,59.23,300000,1962.0,2024-T1
1349,apartament,Sosea,MIHAI BRAVU,centrala,73.94,646997,1991.0,2024-T3
1350,apartament,Sosea,MIHAI BRAVU,centrala,38.2,410000,1986.0,2024-T4
1351,apartament,Sosea,MIHAI BRAVU,centrala,73.3,388135,1987.0,2024-T3
1352,apartament,Sosea,MIHAI BRAVU,centrala,58.35,447777,1990.0,2024-T1
1353,apartament,Sosea,MIHAI BRAVU,centrala,58.87,656647,1987.0,2024-T4
1355,apartament,Sosea,MIHAI BRAVU,centrala,40.29,392500,1991.0,2024-T2
1356,apartament,Sosea,MIHAI BRAVU,centrala,89.42,388135,1987.0,2024-T2
1357,apartament,Sosea,MIHAI BRAVU,centrala,51.2,492653,1988.0,2024-T2
1358,apartament,Sosea,MIHAI BRAVU,centrala,51.7,516412,1985.0,2024-T3
1359,apartament,Sosea,MIHAI BRAVU,centrala,73.9,388135,1987.0,2024-T1
1360,apartament,Sosea,MIHAI BRAVU,centrala,78.2,696718,1987.0,2024-T3
1361,apartament,Sosea,MIHAI BRAVU,centrala,87.59,321000,1988.0,2024-T4
1362,apartament,Sosea,MIHAI BRAVU,centrala,45.43,398160,1983.0,2024-T3
1363,apartament,Sosea,MIHAI BRAVU,centrala,46.4,328463,1979.0,2024-T3
1364,apartament,Sosea,MIHAI BRAVU,centrala,46.43,407458,1974.0,2024-T1
1365,apartament,Sosea,MIHAI BRAVU,centrala,49.3,457792,1979.0,2024-T1
1367,apartament,Sosea,MIHAI BRAVU,colentina,62.92,696458,2010.0,2024-T1
1368,apartament,Sosea,MIHAI BRAVU,colentina,79.34,388135,2011.0,2024-T1
1369,apartament,Sosea,MIHAI BRAVU,colentina,51.005,388135,2010.0,2024-T3
1370,apartament,Sosea,MIHAI BRAVU,colentina,51.005,388135,2010.0,2024-T3
1371,apartament,Sosea,MIHAI BRAVU,colentina,71.01,470279,2008.0,2024-T1
1372,apartament,Sosea,MIHAI BRAVU,colentina,45.1,323394,1963.0,2024-T3
1373,apartament,Sosea,MIHAI BRAVU,colentina,45.19,248355,1962.0,2024-T1
1374,apartament,Sosea,MIHAI BRAVU,colentina,46.92,333378,1964.0,2024-T4
1375,apartament,Sosea,MIHAI BRAVU,colentina,50.06,360796,1963.0,2024-T4
1376,apartament,Sosea,MIHAI BRAVU,colentina,48.49,325000,1964.0,2024-T1
1377,apartament,Sosea,MIHAI BRAVU,colentina,58.23,383121,1975.0,2024-T2
1378,apartament,Sosea,MIHAI BRAVU,colentina,61.74,412991,1975.0,2024-T4
1379,apartament,Sosea,MIHAI BRAVU,colentina,46.29,408081,1975.0,2024-T2
1380,apartament,Sosea,MIHAI BRAVU,colentina,59.4,370000,1975.0,2024-T1
1381,apartament,Sosea,MIHAI BRAVU,colentina,31.53,248500,1978.0,2024-T3
1382,apartament,Sosea,MIHAI BRAVU,colentina,50.16,472454,1978.0,2024-T4
1383,apartament,Sosea,MIHAI BRAVU,colentina,58.41,413011,1978.0,2024-T1
1384,apartament,Sosea,MIHAI BRAVU,centrala,50.62,437712,1979.0,2024-T1
1385,apartament,Sosea,MIHAI BRAVU,centrala,67.55,450000,1979.0,2024-T3
1386,apartament,Sosea,MIHAI BRAVU,colentina,24.32,216442,1985.0,2024-T3
1387,apartament,Sosea,MIHAI BRAVU,colentina,65.9,408000,1978.0,2024-T3
1388,apartament,Sosea,MIHAI BRAVU,centrala,57.44,542286,1966.0,2024-T2
1389,apartament,Sosea,MIHAI BRAVU,centrala,44.2,348320,1968.0,2024-T4
1390,apartament,Sosea,MIHAI BRAVU,centrala,57.39,362810,1965.0,2024-T3
1391,apartament,Sosea,MIHAI BRAVU,centrala,62.1,447903,1966.0,2024-T2
1392,apartament,Sosea,MIHAI BRAVU,colentina,51.58,398048,1979.0,2024-T3
1393,apartament,Sosea,MIHAI BRAVU,colentina,67.35,447880,1977.0,2024-T3
1394,apartament,Sosea,MIHAI BRAVU,colentina,83.37,560000,1977.0,2024-T1
1395,apartament,Sosea,MIHAI BRAVU,colentina,51.67,437940,1977.0,2024-T3
1396,apartament,Sosea,MIHAI BRAVU,colentina,85.1,395357,1935.0,2024-T1
1397,apartament,Sosea,MIHAI BRAVU,iancului,46.89,363299,1964.0,2024-T4
1398,apartament,Sosea,MIHAI BRAVU,iancului,61.77,522512,1960.0,2024-T2
1399,apartament,Sosea,MIHAI BRAVU,iancului,63.4,382844,1962.0,2024-T3
1400,apartament,Sosea,MIHAI BRAVU,centrala,48.5,292842,1965.0,2024-T1
1401,apartament,Sosea,MIHAI BRAVU,centrala,57.11,323408,1964.0,2024-T3
1402,apartament,Sosea,MIHAI BRAVU,centrala,57.77,328152,1965.0,2024-T1
1403,apartament,Sosea,MIHAI BRAVU,centrala,60.73,367780,1964.0,2024-T2
1404,apartament,Sosea,MIHAI BRAVU,iancului,43.4,291090,1962.0,2024-T1
1405,apartament,Sosea,MIHAI BRAVU,colentina,24.1,226472,1985.0,2024-T1
1406,apartament,Sosea,MIHAI BRAVU,colentina,24.17,265000,1985.0,2024-T4
